gsn,drugname,strength,dosetype, price 
069566,CHOLECALCIFEROL (VITAMIN D3),1250 MCG,TABLET, $0.20 
069567,UBIQUINOL,100 MG,CAPSULE, $0.43 
069585,CALCIUM PHOSPHATE TRIB/VIT D3,250MG-12.5,TAB CHEW, $0.12 
069604,"ANTIHEMOPHIL.FVIII,FULL LENGTH",4000 (+/-),VIAL, $1.28 
069630,MIRABEGRON,25 MG,TAB ER 24H, $12.46 
069631,MIRABEGRON,50 MG,TAB ER 24H, $9.53 
069635,MULTIVIT-MIN/FOLIC ACID/LUTEIN,200-137.5,TAB CHEW, $0.08 
069666,"PETROLATUM,WHITE",,OINT PACK, $0.01 
069679,MV-MN/FOLIC AC/CALCIUM/VIT K1,400-500-20,TABLET, $0.08 
069682,"BLOOD-GLUCOSE METER, WIRELESS",,KIT, $73.03 
069769,"SYRGE-NDL,INS 0.3 ML HALF MARK","31 GX5/16""",DISP SYRIN, $0.15 
069771,"SYRGE-NDL,INS 0.3 ML HALF MARK","31GX15/64""",DISP SYRIN, $0.29 
069782,GLYCINE,,POWDER, $0.37 
069812,MENTHOL/ZINC OXIDE,0.44-20.6%,OINT PACK, $0.09 
069853,BUPROPION HCL,450 MG,TAB ER 24H, $7.83 
069860,HYDROMORPHONE HCL,32 MG,TAB ER 24H, $22.74 
069884,ESOMEPRAZOLE MAGNESIUM,5 MG,SUSPDR PKT, $6.19 
069889,HYDROMORPHONE HCL,16 MG,TAB ER 24H, $15.63 
069890,HYDROMORPHONE HCL,8 MG,TAB ER 24H, $9.95 
069894,LURASIDONE HCL,120 MG,TABLET, $0.85 
069904,MULTIVITAMIN/FERROUS GLUCONATE,10 MG/5 ML,LIQUID, $0.08 
069921,SILDENAFIL CITRATE,10 MG/ML,SUSP RECON, $0.87 
069938,RIVASTIGMINE,13.3MG/24H,PATCH TD24, $2.64 
069960,ICOSAPENT ETHYL,1 G,CAPSULE, $1.16 
069964,EPOPROSTENOL SODIUM,0.5 MG,VIAL, $14.86 
069971,CALCIUM CARBONATE/VITAMIN D3,600 MG-20,TABLET, $0.01 
069979,TERIFLUNOMIDE,7 MG,TABLET, $1.97 
069980,TERIFLUNOMIDE,14 MG,TABLET, $1.97 
070006,MULTIVITAMIN NO.43/IRON/FA,40 MG-1 MG,TAB CHEW, $0.08 
070018,CPD VEHICLE SUSP.SUGAR-FREE 12,,ORAL SUSP, $0.03 
070020,MV-MN/IRON/FA/VIT K/K.GINSENG,18-400-25,TABLET, $0.08 
070055,PREDNISOLONE SODIUM PHOSPHATE,15 MG/5 ML,SOLUTION, $1.89 
070083,LOTEPREDNOL ETABONATE,0.5 %,DROPS GEL, $18.47 
070085,"MV,IRON,MINS/FOLIC ACID/DIET24",400 MCG,TABLET, $0.08 
070128,TESTOSTERONE,1.25G-1.62,GEL PACKET, $8.54 
070129,TESTOSTERONE,2.5G-1.62%,GEL PACKET, $4.07 
070132,MIDAZOLAM HCL/PF,5 MG/ML(1),VIAL, $1.48 
070133,MIDAZOLAM HCL/PF,10 MG/2 ML,VIAL, $0.86 
070134,MIDAZOLAM HCL/PF,2 MG/2 ML,VIAL, $0.75 
070135,MIDAZOLAM HCL/PF,5 MG/5 ML,VIAL, $0.29 
070147,LANOLIN,,WAX, $0.13 
070153,"OVULATION, PREGNANCY TEST KIT",,COMBO. PKG, $1.37 
070161,PEDI MULTIVIT 47/IRON/FLUORIDE,7.5-0.25MG,TAB CHEW, $1.10 
070189,MULTIVIT-MIN/FERROUS GLUCONATE,9 MG/15 ML,LIQUID, $0.08 
070190,OXCARBAZEPINE,150 MG,TAB ER 24H, $6.54 
070191,OXCARBAZEPINE,300 MG,TAB ER 24H, $8.58 
070192,OXCARBAZEPINE,600 MG,TAB ER 24H, $13.75 
070193,MEGESTROL ACETATE,400MG/10ML,ORAL SUSP, $0.30 
070212,ACETAMINOPHEN WITH CODEINE,120-12MG/5,SOLUTION, $0.21 
070224,ACETAMINOPHEN WITH CODEINE,300MG/12.5,SOLUTION, $0.28 
070234,MELATONIN,2.5 MG,TAB CHEW, $0.09 
070245,DARUNAVIR,800 MG,TABLET, $3.61 
070259,BUPRENORPHINE HCL/NALOXONE HCL,4MG-1MG,FILM, $3.90 
070262,BUPRENORPHINE HCL/NALOXONE HCL,12 MG-3 MG,FILM, $7.03 
070275,MULTIVIT-MIN/FOLIC/VIT K/LYCOP,400-20-370,TABLET, $0.08 
070276,MV-MIN/IRON/FOLIC/CALCIUM/VITK,18-400-500,TABLET, $0.08 
070296,PSEUDOEPHEDRINE HCL,30 MG,TABLET, $0.25 
070301,SKIN CLEANSER COMB NO.31,,SPRAY, $0.02 
070306,MIDAZOLAM HCL,2 MG/2 ML,VIAL, $0.20 
070307,MIDAZOLAM HCL,5 MG/5 ML,VIAL, $0.35 
070308,MIDAZOLAM HCL,10 MG/10ML,VIAL, $0.38 
070312,MIDAZOLAM HCL,10 MG/2 ML,VIAL, $4.03 
070313,MIDAZOLAM HCL,5 MG/ML(1),VIAL, $1.53 
070441,MV/IRON/FA/K/D3/CHOL/DHA/FISH,9MG-400MCG,COMBO. PKG, $0.08 
070442,MULTIVIT-MIN/FOLIC ACID/VIT K1,400-80 MCG,TABLET, $0.08 
070452,MV-MIN/IRON/FOLIC ACID/K/G.TEA,9MG-300MCG,TABLET, $0.08 
070467,MULTIVITAMIN NO.36/FOLATE NO.6,1 MG,TAB CHEW, $0.08 
070476,BENZOIN,,TINCTURE, $0.14 
070506,BUDESONIDE,9 MG,TABDR - ER, $24.87 
070561,"COLLAGEN,BOVINE",100 %,POWDER, $10.64 
070568,CAPSAICIN/ME-SALICYLATE/MENTH,0.025%-25%,LOTION, $2.51 
070594,"MV,CALCIUM,MIN/IRON/FOLIC/VITK",18-600-80,TABLET, $0.08 
070596,LEVOMEFOLATE/B6/B12/ALGAL OIL,3-35-2 MG,CAPSULE, $2.37 
070609,B12/LEVOMEFOLATE CALCIUM/B-6,2-1.13-25,TABLET, $1.16 
070632,ZOLEDRONIC ACID/MANNITOL-WATER,5 MG/100ML,PIGGYBACK, $1.14 
070714,LEVOMEFOLATE/ALGAL OIL,7.5-90.314,CAPSULE, $2.72 
070715,LEVOMEFOLATE/ALGAL OIL,15-90.314,CAPSULE, $5.36 
070755,DAPAGLIFLOZIN PROPANEDIOL,10 MG,TABLET, $11.92 
070764,"IRON,CARBONYL/ASCORBIC ACID",65MG-125MG,TABLET DR, $0.28 
070767,OMEGA-3S/DHA/EPA/FISH OIL/D3,360MG-1000,CAPSULE, $0.11 
070785,DIMETHYL FUMARATE,120-240 MG,CAPSULE DR, $3.66 
070786,DIMETHYL FUMARATE,120 MG,CAPSULE DR, $3.01 
070787,DIMETHYL FUMARATE,240 MG,CAPSULE DR, $1.78 
070790,MULTIVIT-MIN/FOLIC ACID/VIT K1,500-10 MCG,TABLET, $0.08 
070814,L-NORGEST/E.ESTRADIOL-E.ESTRAD,0.15MG(84),TBDSPK 3MO, $4.74 
070833,LIDOCAINE HCL/MENTHOL,4 %-1 %,ADH. PATCH, $18.38 
070835,BROMFENAC SODIUM,0.07 %,DROPS, $55.51 
070867,MEMANTINE HCL,7 MG,CAP SPR 24, $1.31 
070868,MEMANTINE HCL,14 MG,CAP SPR 24, $0.87 
070869,MEMANTINE HCL,21 MG,CAP SPR 24, $1.31 
070870,MEMANTINE HCL,28 MG,CAP SPR 24, $0.94 
070876,DEXMEDETOMIDINE IN 0.9 % NACL,200 MCG/50,INFUS. BTL, $0.28 
070877,DEXMEDETOMIDINE IN 0.9 % NACL,400MCG/100,INFUS. BTL, $0.33 
070883,DESOXIMETASONE,0.25 %,SPRAY, $1.48 
070889,PIRFENIDONE,267 MG,CAPSULE, $2.84 
070890,L-MEFOL/A-CYST/MEB12/ALGAL OIL,6-600-2 MG,TABLET, $4.67 
070895,BENZOCAINE/MENTH/CETYLPYRD CL,2-0.5-0.1%,SPRAY, $0.14 
070898,PYRILAMINE/DEXTROMETHORPHAN HB,7.5-7.5/5,LIQUID, $0.04 
070910,NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),CAPSULE, $1.38 
070917,DOXYCYCLINE HYCLATE,200 MG,TABLET DR, $13.59 
070919,EVEROLIMUS,2 MG,TAB SUSP, $520.65 
070920,EVEROLIMUS,3 MG,TAB SUSP, $524.80 
070921,EVEROLIMUS,5 MG,TAB SUSP, $546.23 
070960,BENZALKONIUM CHLORIDE,0.1 %,GEL (ML), $25.68 
070972,FLUTICASONE/VILANTEROL,100-25MCG,BLST W/DEV, $3.91 
070992,CODEINE PHOSPHATE/GUAIFENESIN,10-100MG/5,LIQUID, $0.09 
070993,CODEINE PHOSPHATE/GUAIFENESIN,20-200/10,LIQUID, $0.05 
071025,HYDROMORPHONE HCL,0.5MG/.5ML,SYRINGE, $7.52 
071030,GADOTERATE MEGLUMINE,5MMOL/10ML,SYRINGE, $6.99 
071031,GADOTERATE MEGLUMINE,5MMOL/10ML,VIAL, $2.90 
071032,DICYCLOMINE HCL,10 MG/5 ML,SOLUTION, $0.32 
071035,NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),TAB CHEW, $0.85 
071047,MELATONIN,2.5MG/10ML,LIQUID, $0.04 
071052,LIDOCAINE/MENTHOL,4 %-4 %,ADH. PATCH, $25.46 
071056,LENALIDOMIDE,20 MG,CAPSULE, $896.76 
071062,CYANOCOBALAMIN (VITAMIN B-12),5000MCG/ML,DROPS, $0.27 
071070,NEOSTIGMINE METHYLSULFATE,0.5 MG/ML,VIAL, $0.44 
071071,NEOSTIGMINE METHYLSULFATE,1 MG/ML,VIAL, $0.28 
071073,MULTIVIT37/IRON/LMFOLATE/ALGAL,27-1.13 MG,CAPSULE, $0.08 
071078,"FLU VACC QS2013-14(36MO,UP)/PF",60MCG/.5ML,SYRINGE, $30.30 
071079,"FLU VACC QS2013-14(36MO,UP)/PF",60MCG/.5ML,VIAL, $32.80 
071080,FLU VACCINE 2013(6-35MOS)/PF,30MCG/0.25,SYRINGE, $79.00 
071083,TRIPROLIDINE HCL,0.625MG/ML,DROPS, $0.51 
071093,GUAIFEN/DEXTROMETHORPHAN/PE,18-10MG/15,LIQUID, $0.08 
071094,MULTIVIT-MIN/GLUTATHIONE/CYST,40 MG-75MG,TABLET, $0.08 
071110,FRUCTOOLIGOSACCHARIDES/POLYDEX,15 G/30 ML,LIQUID, $0.02 
071125,MULTIVIT 38/FOLATE NO.6/GINGER,1MG-500MG,TABLET, $0.08 
071158,MENTHOL,4 %,GEL (ML), $0.03 
071162,FACTOR IX HUMAN RECOMBINANT,250 UNIT,VIAL, $1.34 
071163,FACTOR IX HUMAN RECOMBINANT,500 UNIT,VIAL, $1.34 
071164,FACTOR IX HUMAN RECOMBINANT,1000 UNIT,VIAL, $1.54 
071165,FACTOR IX HUMAN RECOMBINANT,2000 UNIT,VIAL, $1.34 
071166,FACTOR IX HUMAN RECOMBINANT,3000 UNIT,VIAL, $1.54 
071167,PAROXETINE MESYLATE,7.5 MG,CAPSULE, $4.35 
071217,SULFAMETHOXAZOLE/TRIMETHOPRIM,800-160/20,ORAL SUSP, $0.68 
071223,PSYLLIUM HUSK,6 G,POWD PACK, $0.54 
071236,NAFTIFINE HCL,2 %,GEL (GRAM), $4.58 
071244,GUAIFENESIN/DM/PSEUDOEPHEDRINE,187-10-30,LIQUID, $0.07 
071253,BUTALBIT/ACETAMIN/CAFF/CODEINE,50-300-30,CAPSULE, $7.41 
071282,CLOBAZAM,2.5 MG/ML,ORAL SUSP, $0.29 
071294,PHENYLEPH/MINERAL OIL/PETROLAT,0.25 %-14%,OINT/APPL, $0.05 
071297,"MV,CALCIUM,MIN/IRON/FOLIC/VITK",9-200-40,TAB CHEW, $0.08 
071298,MULTIVIT-MIN/FA/LYCOPEN/LUTEIN,800-250MCG,TABLET, $0.08 
071299,"SYRINGE,NEEDLE,INSULN,SAFE,1ML","30 G X1/2""",DISP SYRIN, $0.20 
071343,TOPIRAMATE,25 MG,CAP ER 24H, $9.87 
071344,TOPIRAMATE,50 MG,CAP ER 24H, $13.07 
071346,TOPIRAMATE,100 MG,CAP ER 24H, $19.23 
071347,TOPIRAMATE,200 MG,CAP ER 24H, $26.59 
071356,MELATONIN,3 MG,TAB RAPDIS, $0.04 
071373,GADOTERATE MEGLUMINE,7.5MMOL/15,SYRINGE, $6.64 
071374,GADOTERATE MEGLUMINE,10MMOL/20,SYRINGE, $6.55 
071375,GADOTERATE MEGLUMINE,10MMOL/20,VIAL, $2.50 
071376,GADOTERATE MEGLUMINE,7.5MMOL/15,VIAL, $2.50 
071377,GADOTERATE MEGLUMINE,50MMOL/100,VIAL, $2.30 
071384,HYDROCODONE/ACETAMINOPHEN,2.5-108/5,SOLUTION, $0.62 
071385,HYDROCODONE/ACETAMINOPHEN,5-217MG/10,SOLUTION, $0.32 
071392,OXYBUTYNIN,3.9MG/24HR,PATCH TD 4, $3.11 
071415,LURASIDONE HCL,60 MG,TABLET, $0.50 
071430,SELENIUM SULFIDE,2.3 %,SHAMPOO, $2.05 
071432,BUPRENORPHINE,15 MCG/HR,PATCH TDWK, $61.25 
071481,MULTIVIT-MIN/FA/LUTEIN/ZEAXANT,500MCG-5-1,TABLET, $0.08 
071484,GUAIFENESIN/DEXTROMETHORPHAN,187-10MG/5,LIQUID, $0.07 
071488,CYCLOPHOSPHAMIDE,25 MG,CAPSULE, $3.61 
071489,CYCLOPHOSPHAMIDE,50 MG,CAPSULE, $5.81 
071493,GLYCOPYRROLATE,1.5 MG,TABLET, $11.44 
071550,METHYL SALICYLATE/MENTHOL,15 %-1 %,CREAM (G), $0.03 
071588,MV-MIN/IRON/FOLIC AC/VIT K/LUT,18-400-300,TABLET, $0.08 
071645,"PETROLATUM,WHITE",42 %,OINT. (G), $0.03 
071671,SUNITINIB MALATE,37.5 MG,CAPSULE, $160.72 
071709,POSACONAZOLE,100 MG,TABLET DR, $7.44 
071714,"PEN NEEDLE, DIABETIC,DISP UNIT","32GX 5/32""",DIS NEEDLE, $0.05 
071740,DAPAGLIFLOZIN PROPANEDIOL,5 MG,TABLET, $11.92 
071774,DIPHENHYD/PHENYLEPH/ACETAMINOP,5-325MG/10,LIQUID, $0.05 
071802,SAPROPTERIN DIHYDROCHLORIDE,100 MG,POWD PACK, $25.20 
071815,FLUTICASONE/VILANTEROL,200-25 MCG,BLST W/DEV, $5.95 
071824,"PEN NEEDLE, DIABETIC","33 GX5/32""",DIS NEEDLE, $0.27 
071825,"PEN NEEDLE, DIABETIC","33 GX3/16""",DIS NEEDLE, $0.27 
071828,"PEN NEEDLE, DIABETIC","33 G X1/4""",DIS NEEDLE, $0.39 
071839,"FACTOR XIII A-SUBUNIT,RECOMB",2500 UNIT,VIAL, $15.42 
071885,GUAIFENESIN,600 MG,TAB ER 12H, $0.26 
071898,MELATONIN,10 MG,TABLET ER, $0.13 
071902,PEDI MULTIVIT NO.63 W-FLUORIDE,0.5(1.1)MG,TAB CHEW, $5.87 
071903,PEDI MULTIVIT NO.63 W-FLUORIDE,0.25(0.55),TAB CHEW, $5.87 
071904,PEDI MULTIVIT NO.63 W-FLUORIDE,1MG(2.2MG),TAB CHEW, $5.87 
071910,DICLOFENAC SODIUM,20MG/G(2%),SOL MD PMP, $1.62 
071916,PEDI MULTIVIT 65/VIT D3/VIT K,500-400/ML,DROPS, $0.31 
071942,GLATIRAMER ACETATE,40 MG/ML,SYRINGE, $102.46 
071973,MULTIVITAMIN NO.44/VIT D3/K,1000-800,CAPSULE, $0.08 
072012,PRENATAL71/IRON/FOLIC ACID/DHA,30-1.4-200,CAP IR DR, $0.30 
072014,PSYLLIUM HUSK (WITH SUGAR),3.4 G,POWD PACK, $0.54 
072017,ARMODAFINIL,200 MG,TABLET, $1.69 
072023,DROXIDOPA,100 MG,CAPSULE, $1.25 
072024,DROXIDOPA,200 MG,CAPSULE, $2.47 
072025,DROXIDOPA,300 MG,CAPSULE, $4.84 
072054,TRIAMCINOLONE ACETONIDE,55 MCG,SPRAY, $1.04 
072071,VIT A PALMITATE/VIT C/VIT D3,750-35/ML,DROPS, $0.24 
072074,MULTIVIT37/IRON/LMFOLATE/ALGAL,27-1.13 MG,CAPSULE, $0.08 
072092,METHYLPHENIDATE HCL,60 MG,CPBP 50-50, $11.84 
072123,TOPIRAMATE,25 MG,CAP SPR 24, $7.91 
072124,TOPIRAMATE,50 MG,CAP SPR 24, $9.36 
072125,TOPIRAMATE,100 MG,CAP SPR 24, $14.52 
072126,TOPIRAMATE,150 MG,CAP SPR 24, $16.30 
072127,TOPIRAMATE,200 MG,CAP SPR 24, $22.21 
072141,POSACONAZOLE,300MG/16.7,VIAL, $10.88 
072165,TRIPROLIDINE HCL,0.938MG/ML,DROPS, $0.36 
072192,TRIPROLIDINE/PHENYLEPHRINE/DM,2.5-10-20,LIQUID, $0.06 
072211,"FACTOR IX REC, FC FUSION PROTN",500 UNIT,VIAL, $2.90 
072212,"FACTOR IX REC, FC FUSION PROTN",1000 UNIT,VIAL, $2.90 
072213,"FACTOR IX REC, FC FUSION PROTN",2000 UNIT,VIAL, $2.90 
072214,"FACTOR IX REC, FC FUSION PROTN",3000 UNIT,VIAL, $2.90 
072215,IBUPROFEN/PHENYLEPHRINE HCL,200MG-10MG,TABLET, $0.91 
072250,MV-MIN/MFOLAT/COQ10/DIET NO.26,0.5MG-15MG,CAPSULE, $0.08 
072285,PEDI MULTIVIT NO.2 W-FLUORIDE,0.25 MG/ML,DROPS, $0.18 
072313,DEXTROAMPHETAMINE SULFATE,20 MG,TABLET, $4.03 
072314,DEXTROAMPHETAMINE SULFATE,30 MG,TABLET, $7.58 
072324,"MV,IRON,MINS/FOLIC ACID/BIOTIN",66.7 MCG,CAPSULE, $0.08 
072340,MECOBALAMIN,1000 MCG,TAB RAPDIS, $0.09 
072354,GEMCITABINE HCL,100 MG/ML,VIAL, $2.67 
072376,PEDI MULTIVIT 75/FLUORIDE/IRON,0.25-10/ML,DROPS, $0.27 
072395,TRETINOIN MICROSPHERES,0.08 %,GEL W/PUMP, $11.31 
072420,MV-MIN/MTHFOLATE/COQ10/DHA/EPA,0.5MG-30MG,CAPSULE, $0.08 
072431,PEDI MULTIVIT 77/VIT D3/VIT K,750-500/.5,DROPS, $0.89 
072433,"ANTIHEMOPH.FVIII REC,FC FUSION",250 UNIT,VIAL, $1.95 
072434,"ANTIHEMOPH.FVIII REC,FC FUSION",500 UNIT,VIAL, $1.95 
072435,"ANTIHEMOPH.FVIII REC,FC FUSION",750 UNIT,VIAL, $1.95 
072436,"ANTIHEMOPH.FVIII REC,FC FUSION",1000 UNIT,VIAL, $1.95 
072437,"ANTIHEMOPH.FVIII REC,FC FUSION",1500 UNIT,VIAL, $1.95 
072438,"ANTIHEMOPH.FVIII REC,FC FUSION",2000 UNIT,VIAL, $1.95 
072439,"ANTIHEMOPH.FVIII REC,FC FUSION",3000 UNIT,VIAL, $1.95 
072443,PEDIATRIC MULTIVIT 61/D3/VIT K,3000-800,CAPSULE, $0.55 
072448,PEDI MULTIVIT 78/IRON/FLUORIDE,6MG-0.25MG,TAB CH BPH, $1.99 
072532,CYANOCOBALAMIN (VITAMIN B-12),500MCG/SPR,SPRAY, $159.58 
072556,MULTIVIT-MIN/FOLIC ACID/BIOTIN,66.7-1000,TABLET, $0.08 
072597,PEDI MULTIVIT NO.82 W-FLUORIDE,0.25 MG/ML,DROPS, $0.27 
072605,"SOD CHLOR,SOD BICARB/NETI POT",,PACK W/DEV, $0.30 
072606,"SOD CHLOR,BICARB/SQUEEZ BOTTLE",,PACK W/DEV, $0.18 
072614,"IRON,CARBONYL/FOLIC ACID/MV-MN",30-0.8MG,TAB CHEW, $0.08 
072629,PEDI MULTIVIT NO.83 W-FLUORIDE,0.25 MG/ML,DROPS, $2.20 
072631,PEDI MULTIVIT 84 WITH FLUORIDE,0.5 MG/ML,DROPS, $1.60 
072633,DOXYCYCLINE HYCLATE,75 MG,TABLET, $1.78 
072634,DOXYCYCLINE HYCLATE,150 MG,TABLET, $1.75 
072673,BUPRENORPHINE,7.5 MCG/HR,PATCH TDWK, $49.37 
072716,TAVABOROLE,5 %,SOL W/APPL, $5.97 
072729,ANTIHEMOPHILIC FACTOR/VWF,2000 (800),VIAL, $1.20 
072730,ISOTRETINOIN,25 MG,CAPSULE, $23.96 
072731,ISOTRETINOIN,35 MG,CAPSULE, $23.96 
072798,CHOLECALCIFEROL (VITAMIN D3),25MCG/DROP,DROPS, $0.60 
072874,MIDAZOLAM HCL/PF,10 MG/2 ML,SYRINGE, $2.43 
072896,COLCHICINE,0.6 MG,CAPSULE, $6.74 
072897,MULTIVIT NO.40/IRON/FOLAT1/DHA,18-1-300MG,CAPSULE, $0.08 
072942,MV-MN/FA/INOSI/CHOLINE/BIOFLAV,67MCG-12.5,CAPSULE, $0.08 
072983,DEXRAZOXANE HCL,250 MG,VIAL, $221.18 
073007,"ANTIHEMOPHILIC FVIII,REC PORC",500 (+/-),VIAL, $2.95 
073049,ROPIVACAINE HCL/PF,2 MG/ML,PLAST. BAG, $0.22 
073063,PEDI MULTIVIT NO.85/FLUORIDE,0.5(1.1)MG,TAB CHEW, $3.26 
073064,PEDI MULTIVIT NO.85/FLUORIDE,1MG(2.2MG),TAB CHEW, $3.27 
073068,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",250 (+/-),VIAL, $1.14 
073069,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",500 (+/-),VIAL, $1.14 
073070,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",1000 (+/-),VIAL, $1.14 
073071,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",1500 (+/-),VIAL, $1.14 
073072,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",2000 (+/-),VIAL, $1.14 
073073,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",3000 (+/-),VIAL, $1.14 
073081,VASOPRESSIN,20 UNIT/ML,VIAL, $11.59 
073104,PEDI MULTIVIT 86/IRON/FLUORIDE,6-.25MG/ML,DROPS, $1.58 
073170,LMEFOLATE/B3/COPP/ZN/SEL/CHROM,0.5-750 MG,TABLET, $0.08 
073176,HYDROCODONE BITARTRATE,20 MG,TAB ER 24H, $13.45 
073177,HYDROCODONE BITARTRATE,30 MG,TAB ER 24H, $12.67 
073179,HYDROCODONE BITARTRATE,40 MG,TAB ER 24H, $11.56 
073180,HYDROCODONE BITARTRATE,60 MG,TAB ER 24H, $22.55 
073181,HYDROCODONE BITARTRATE,80 MG,TAB ER 24H, $29.68 
073182,HYDROCODONE BITARTRATE,100 MG,TAB ER 24H, $61.33 
073183,HYDROCODONE BITARTRATE,120 MG,TAB ER 24H, $27.50 
073195,CLINDAMYCIN PHOS/BENZOYL PEROX,1.2%-3.75%,GEL W/PUMP, $8.64 
073201,TOBRAMYCIN/NEBULIZER,300 MG/5ML,AMPUL-NEB, $8.87 
073226,LIDOCAINE HCL/ME SAL/CAP/MENTH,4 %-27.5 %,OINT/APPL, $3.69 
073227,LIDOCAINE HCL/MENTHOL,4 %-1 %,CREAM (G), $0.09 
073235,IVERMECTIN,1 %,CREAM (G), $5.76 
073263,ACETAMINOPHEN,1000MG/100,PIGGYBACK, $0.09 
073300,FLUTICASONE PROPIONATE,50 MCG,SPRAY SUSP, $0.89 
073320,LYSINE HCL,500 MG,CAPSULE, $0.24 
073355,MULTIVIT-MIN/FOLIC/GUARANA/CAF,400-89.45,TABLET EFF, $0.08 
073367,OMEGA-3/DHA/EPA/FISH OIL,200-300 MG,CAPSULE, $0.08 
073387,A/C/E/ZINC/SOD SELENITE/COPPER,5000-60-30,TABLET, $0.08 
073399,MV-MIN/FOLIC/VIT K/LYCOP/COQ10,200-100MCG,CAPSULE, $0.08 
073410,DEXMEDETOMIDINE IN 0.9 % NACL,80MCG/20ML,VIAL, $0.59 
073435,LACTOBACILLUS REUTERI/VIT D3,100 MM-10,DROPS, $3.54 
073492,PEDI MULTIVIT NO.90 W-FLUORIDE,1 MG,FILM, $6.91 
073498,MELATONIN,5 MG,TAB CHEW, $0.12 
073509,MELATONIN,10 MG,TAB SUBL, $0.22 
073522,MAGNESIUM GLYCINATE,100 MG,CAPSULE, $0.22 
073524,FENTANYL,62.5MCG/HR,PATCH TD72, $48.64 
073532,FENTANYL,37.5MCG/HR,PATCH TD72, $33.47 
073599,"ANTIHEMOPH.FVIII,HEK B-DELETE",250 (+/-),VIAL, $1.28 
073600,"ANTIHEMOPH.FVIII,HEK B-DELETE",500 (+/-),VIAL, $1.28 
073601,"ANTIHEMOPH.FVIII,HEK B-DELETE",1000 (+/-),VIAL, $1.28 
073603,"ANTIHEMOPH.FVIII,HEK B-DELETE",2000 (+/-),VIAL, $1.29 
073677,DM/PE/ACETAMINOPHEN/DOXYLAMINE,10-5-325MG,CAP SEQ, $0.44 
073689,HYPOCHLOROUS ACID/SODIUM CHLOR,0.01 %,SPRAY, $0.32 
073778,DESVENLAFAXINE SUCCINATE,25 MG,TAB ER 24H, $0.90 
073795,DEFERASIROX,90 MG,TABLET, $0.76 
073796,DEFERASIROX,180 MG,TABLET, $2.23 
073797,DEFERASIROX,360 MG,TABLET, $2.46 
073897,LEVOLEUCOVORIN CALCIUM,10 MG/ML,VIAL, $2.66 
073905,MECOBALAMIN,1000 MCG,TAB CHEW, $0.13 
073981,ASENAPINE MALEATE,2.5 MG,TAB SUBL, $4.67 
074012,MULTIVIT41/IRON/FOLATE8/PS-DHA,1.5-8.73MG,CAP IR DR, $0.08 
074027,MULTIVIT-MIN/FOLIC AC/CAFFEINE,0.1-22.5MG,TAB CHEW, $0.08 
074098,"FACTOR IX HUMAN RECOMB,THR 148",500 UNIT,VIAL, $1.58 
074100,"FACTOR IX HUMAN RECOMB,THR 148",1000 UNIT,VIAL, $1.58 
074101,"FACTOR IX HUMAN RECOMB,THR 148",1500 UNIT,VIAL, $1.58 
074166,DULOXETINE HCL,40 MG,CAPSULE DR, $3.16 
074184,DOXYCYCLINE HYCLATE,50 MG,TABLET DR, $8.64 
074216,PEDI MULTIVIT NO.90 W-FLUORIDE,0.25 MG,FILM, $3.37 
074217,PEDI MULTIVIT NO.90 W-FLUORIDE,0.5 MG,FILM, $3.37 
074255,MULTIVIT-MIN49/IRON/FOLIC ACID,10-1MG/15,LIQUID, $0.08 
074256,SAPROPTERIN DIHYDROCHLORIDE,500 MG,POWD PACK, $128.44 
074302,LACTOBACILLUS ACIDOPHILUS/PECT,75 MM-100,CAPSULE, $0.04 
074393,NITISINONE,20 MG,CAPSULE, $502.69 
074399,MV-MIN/FA/VIT K/LYCOP/LUT/ZEAX,200-15 MCG,TABLET, $0.08 
074484,PED MULTIVIT 108/IRON/FLUORIDE,7-.25MG/ML,DROPS, $1.60 
074495,ADAPALENE/BENZOYL PEROXIDE,0.3 %-2.5%,GEL W/PUMP, $1.79 
074503,"MV,IRON,MINS/FOLIC ACID/BIOTIN",400-100MCG,TABLET, $0.08 
074601,MULTIVITAMIN/FERROUS SULFATE,18 MG,TABLET, $0.08 
074639,"MV-MINS NO.50/IRON,CARB/FOLIC",29 MG-1 MG,TABLET, $0.08 
074794,LACTOBACILLUS ACIDOPHILUS,680 MG,CAPSULE, $0.31 
074833,MULTIVIT WITH MINERALS NO.55,,TAB CHEW, $0.08 
074846,PEDI MULTIVIT NO.85/FLUORIDE,0.25(0.55),TAB CHEW, $3.44 
074849,MULTIVIT-MIN/IRON FUM/FOLIC AC,7.5 MG-400,TABLET, $0.08 
074851,MORPHINE SULFATE,4 MG/ML,VIAL, $2.97 
074933,DICHLORPHENAMIDE,50 MG,TABLET, $370.03 
074975,CAPSAICIN/MENTHOL,0.0225-4.5,ADH. PATCH, $25.13 
075050,BUPRENORPHINE HCL,75 MCG,FILM, $3.78 
