gsn,drugname,strength,dosetype, cost 
068086,GEMCITABINE HCL,200MG/5.26,VIAL, $0.76 
068093,LAMOTRIGINE,250 MG,TAB ER 24, $4.76 
068106,NOREPINEPHRINE BIT/0.9 % NACL,16MG/250ML,PLAST. BAG, $0.39 
068117,FLUOXETINE HCL,60 MG,TABLET, $0.86 
068153,LABETALOL HCL,20 MG/4 ML,SYRINGE, $2.05 
068154,MULTIVIT-MINERALS/FOLIC ACID,0.5 MG,TABLET, $0.08 
068166,DICLOFENAC POTASSIUM,50 MG,POWD PACK, $23.02 
068182,PNV NO.95/FERROUS FUM/FOLIC AC,28MG-0.8MG,TABLET, $0.03 
068183,TRANEXAMIC ACID,1000 MG/10,VIAL, $0.60 
068187,DOCUSATE SODIUM,283 MG/5ML,ENEMA, $0.57 
068195,MV-MINS 72/IRON/FA/DSS/Q10/DHA,15-0.5-25,TABLET, $0.08 
068196,LEVOTHYROXINE SODIUM,100 MCG,VIAL, $98.26 
068215,PRENATAL VITS96/IRON FUM/FOLIC,27MG-0.8MG,TABLET, $0.03 
068217,LACTULOSE,20 G/30 ML,SOLUTION, $0.04 
068235,"MULTIVIT,CAL,MINS/FA/BIOFLAV4",800 MCG,COMBO. PKG, $0.08 
068236,VALPROIC ACID (AS SODIUM SALT),500MG/10ML,SOLUTION, $0.10 
068243,LACTULOSE,10 G/15 ML,SOLUTION, $0.03 
068247,M-TETRAHYROFOLATE/NIACIN/CU/ZN,0.5-750 MG,TABLET, $0.08 
068256,MELATONIN/PYRIDOXINE HCL (B6),5 MG-10 MG,TAB IR ER, $0.28 
068263,EUCALYPTUS OIL,100 %,OIL, $0.51 
068314,MULTIVIT-MINERALS/FOLIC ACID,200 MCG,TAB CHEW, $0.08 
068366,MV-MINS/FOLIC/LYCOPENE/GINKGO,400-300MCG,TABLET, $0.08 
068370,"MULTIVIT,CALC,MINS/IRON/FOLIC",450-18-0.4,TABLET, $0.08 
068387,MULTIVIT NO46/IRON/FOLATE6/DHA,29-1-300MG,CAPSULE, $0.08 
068393,LEVETIRACETAM IN NACL (ISO-OS),500MG/0.1L,PIGGYBACK, $0.11 
068394,LEVETIRACETAM IN NACL (ISO-OS),1000MG/100,PIGGYBACK, $0.16 
068395,LEVETIRACETAM IN NACL (ISO-OS),1500MG/100,PIGGYBACK, $0.21 
068419,MULTIVIT 45/IRON/FOLATE 6/DHA,28-1-300MG,CAPSULE, $0.08 
068428,"ANTIHEMOPH.FVIII,B-DOMAIN DEL",250 (+/-),SYRINGE, $1.28 
068429,"ANTIHEMOPH.FVIII,B-DOMAIN DEL",500 (+/-),SYRINGE, $1.28 
068502,"MULTIVIT INFUSN,ADULT 4,VIT K",200-150/10,VIAL, $0.08 
068550,MV-MIN/FA/D3/OM-3/DHA/EPA/FISH,200MCG-500,CAPSULE, $0.08 
068579,IVERMECTIN,0.5 %,LOTION, $0.36 
068580,SYRINGE FILTER,25 MM-0.22,EACH, $11.20 
068582,EVEROLIMUS,7.5 MG,TABLET, $74.89 
068600,HYDROCODONE/ACETAMINOPHEN,7.5-325/15,SOLUTION, $0.47 
068613,IMIQUIMOD,3.75 %,CRM MD PMP, $53.81 
068626,NAFTIFINE HCL,2 %,CREAM (G), $2.98 
068644,OMEGA-3/DHA/EPA/FISH OIL,60 MG-90MG,CAPSULE, $0.04 
068668,MULTIVITAMIN/FOLIC ACID/DHA,200 MCG-16,TAB CHEW, $0.08 
068673,"MV,CA,MIN/IRON/FA/GUARANA/CAFF",18MG-0.4MG,TABLET, $0.08 
068726,ZOLPIDEM TARTRATE,1.75 MG,TAB SUBL, $6.37 
068727,ZOLPIDEM TARTRATE,3.5 MG,TAB SUBL, $6.37 
068767,DIPHENHYDRAMINE HCL,25 MG,CAPSULE, $0.25 
068770,LIDOCAINE/MENTHOL,4 %-1 %,ADH. PATCH, $1.94 
068779,BUTALBITAL/ACETAMINOPHEN,50MG-300MG,TABLET, $8.73 
068787,"PED MVIT A,C,D3 NO.38/FLUORIDE",0.25 MG/ML,DRPS SP BP, $4.56 
068788,"PED MVIT A,C,D3 NO.38/FLUORIDE",0.5 MG/ML,DRPS SP BP, $3.77 
068858,"MV,IRON/FOLIC/D3/OM-3/DHA/EPA",400MCG-500,CAPSULE, $0.08 
068878,ADAPALENE,0.3 %,GEL W/PUMP, $6.64 
068879,METRONIDAZOLE,1 %,GEL W/PUMP, $1.46 
068880,ADAPALENE/BENZOYL PEROXIDE,0.1 %-2.5%,GEL W/PUMP, $0.97 
068881,TRETINOIN MICROSPHERES,0.04 %,GEL W/PUMP, $7.56 
068882,TRETINOIN MICROSPHERES,0.1 %,GEL W/PUMP, $7.56 
068895,MELATONIN,5 MG,TAB RAPDIS, $0.09 
068896,CITRULLINE,,POWDER, $0.08 
068901,"SYRING-NEEDL,DISP,INSUL,0.3 ML","31GX15/64""",DISP SYRIN, $0.21 
068902,"SYRINGE-NEEDLE,INSULIN,0.5 ML","31GX15/64""",DISP SYRIN, $0.49 
068903,"SYRINGE AND NEEDLE,INSULIN,1ML","31GX15/64""",DISP SYRIN, $0.25 
068914,GLUCOSAMINE/D3/BOSWELLIA SERRA,1500MG-400,TABLET, $0.59 
068915,CALCIUM ACETATE/ALUMINUM SULF,952-1347MG,POWD PACK, $0.76 
068932,MULTIVIT-MIN/FA/LUTEIN/ZEAXANT,100-5-1,TABLET, $0.08 
068980,LENALIDOMIDE,2.5 MG,CAPSULE, $896.76 
069033,MULTIVIT-MIN/FOLIC/VIT K/LYCOP,400-300MCG,TABLET, $0.08 
069034,MV-MIN/FOLIC/K1/LYCOPEN/LUTEIN,300-60 MCG,TABLET, $0.08 
069095,MULTIVITAMIN NO.44/IRON/FA/DHA,29-1-350MG,CAPSULE, $0.08 
069101,OXYCODONE HCL,5 MG,TABLET ORL, $13.37 
069144,AZELASTINE/FLUTICASONE,137-50 MCG,SPRAY/PUMP, $5.26 
069145,SULFUR,3 %,BAR, $4.59 
069152,RIBAVIRIN,200-400(7),TAB DS PK, $16.02 
069173,"MV,CALC,MIN/IRON/FOLIC/BIOTIN",1 MG-66.7,TABLET, $0.08 
069192,POTASSIUM GLUCONATE,550(90)MG,TABLET, $0.03 
069205,MVIT-MINS/FOLIC ACID/SOY ISOFL,0.4MG-60MG,TABLET, $0.08 
069214,"MV,CALCIUM,MIN/IRON/FOLIC ACID",18-0.4-6MG,TABLET, $0.08 
069220,"MV,CA,MIN/IRON/FA/GUARANA/CAFF",9-400-200,TABLET, $0.08 
069221,"MULTIVIT,CALC,MINS/IRON/FOLIC",9MG-200MCG,TABLET, $0.08 
069228,"PEN NEEDLE, DIABETIC","32 GX3/16""",DIS NEEDLE, $0.13 
069253,ANTIHEMOPHILIC FACTOR/VWF,500-500,VIAL, $1.02 
069254,ANTIHEMOPHILIC FACTOR/VWF,1K-1K UNIT,VIAL, $1.02 
069264,DEXCHLORPHENIR/PSEUDOEPHED/DM,1-30-15/5,LIQUID, $0.07 
069292,MULTIVITAMIN WITH FOLIC ACID,400 MCG,TABLET, $0.08 
069339,PREGABALIN,20 MG/ML,SOLUTION, $0.25 
069372,MULTIVIT-MIN/IRON FUM/FOLIC AC,14 MG-400,TABLET, $0.08 
069377,CAPSAICIN/MENTHOL,0.0375%-5%,ADH. PATCH, $18.38 
069400,BACLOFEN,20K MCG/20,VIAL, $17.52 
069402,HYPROMELLOSE DR CAP (EMPTY),,CAPSULE DR, $0.18 
069526,RIBAVIRIN,400-400(7),TAB DS PK, $16.87 
069527,RIBAVIRIN,600-400(7),TAB DS PK, $21.09 
069529,RIBAVIRIN,600-600(7),TAB DS PK, $25.30 
069565,MECOBALAMIN,5000 MCG,TAB RAPDIS, $0.77 
069566,CHOLECALCIFEROL (VITAMIN D3),1250 MCG,TABLET, $0.20 
069604,"ANTIHEMOPHIL.FVIII,FULL LENGTH",4000 (+/-),VIAL, $1.28 
069635,FOLIC ACID/MULTIVIT-MIN/LUTEIN,200-137.5,TAB CHEW, $0.08 
069666,"PETROLATUM,WHITE",,OINT PACK, $0.01 
069679,MV-MN/FOLIC AC/CALCIUM/VIT K1,400-500-20,TABLET, $0.08 
069682,"BLOOD-GLUCOSE METER, WIRELESS",,KIT, $73.03 
069769,"SYRGE-NDL,INS 0.3 ML HALF MARK","31 GX5/16""",DISP SYRIN, $0.15 
069771,"SYRGE-NDL,INS 0.3 ML HALF MARK","31GX15/64""",DISP SYRIN, $0.15 
069782,GLYCINE,,POWDER, $0.37 
069812,MENTHOL/ZINC OXIDE,0.44-20.6%,OINT PACK, $0.09 
069853,BUPROPION HCL,450 MG,TAB ER 24H, $9.21 
069860,HYDROMORPHONE HCL,32 MG,TAB ER 24H, $20.67 
069889,HYDROMORPHONE HCL,16 MG,TAB ER 24H, $15.63 
069890,HYDROMORPHONE HCL,8 MG,TAB ER 24H, $9.81 
069904,MULTIVITAMIN/FERROUS GLUCONATE,10 MG/5 ML,LIQUID, $0.08 
069921,SILDENAFIL CITRATE,10 MG/ML,SUSP RECON, $1.33 
069938,RIVASTIGMINE,13.3MG/24H,PATCH TD24, $2.82 
069960,ICOSAPENT ETHYL,1 G,CAPSULE, $2.19 
069964,EPOPROSTENOL SODIUM,0.5 MG,VIAL, $14.86 
069971,CALCIUM CARBONATE/VITAMIN D3,600 MG-20,TABLET, $0.01 
070001,TRANEXAMIC ACID,1000 MG/10,AMPUL, $0.44 
070006,MULTIVITAMIN NO.43/IRON/FA,40 MG-1 MG,TAB CHEW, $0.08 
070018,CPD VEHICLE SUSP.SUGAR-FREE 12,,ORAL SUSP, $0.03 
070020,MV-MN/IRON/FA/VIT K/K.GINSENG,18-400-25,TABLET, $0.08 
070078,HYDROCODONE BIT/HOMATROP ME-BR,5-1.5 MG/5,SYRUP, $2.26 
070085,"MV,IRON,MINS/FOLIC ACID/DIET24",400 MCG,TABLET, $0.08 
070086,MV/K/OMG3/D3/MAG/C/G.TEA/CHROM,30 MCG-360,COMBO. PKG, $0.08 
070128,TESTOSTERONE,1.25G-1.62,GEL PACKET, $8.91 
070129,TESTOSTERONE,2.5G-1.62%,GEL PACKET, $5.17 
070132,MIDAZOLAM HCL/PF,5 MG/ML(1),VIAL, $1.34 
070133,MIDAZOLAM HCL/PF,10 MG/2 ML,VIAL, $0.78 
070134,MIDAZOLAM HCL/PF,2 MG/2 ML,VIAL, $0.64 
070135,MIDAZOLAM HCL/PF,5 MG/5 ML,VIAL, $0.26 
070161,PEDI MULTIVIT 47/IRON/FLUORIDE,7.5-0.25MG,TAB CHEW, $1.10 
070189,MULTIVIT-MIN/FERROUS GLUCONATE,9 MG/15 ML,LIQUID, $0.08 
070193,MEGESTROL ACETATE,400MG/10ML,ORAL SUSP, $0.27 
070212,ACETAMINOPHEN WITH CODEINE,120-12MG/5,SOLUTION, $0.21 
070224,ACETAMINOPHEN WITH CODEINE,300MG/12.5,SOLUTION, $0.28 
070234,MELATONIN,2.5 MG,TAB CHEW, $0.08 
070259,BUPRENORPHINE HCL/NALOXONE HCL,4MG-1MG,FILM, $5.06 
070262,BUPRENORPHINE HCL/NALOXONE HCL,12 MG-3 MG,FILM, $9.21 
070275,MULTIVIT-MIN/FOLIC/VIT K/LYCOP,400-20-370,TABLET, $0.08 
070276,MV-MIN/IRON/FOLIC/CALCIUM/VITK,18-400-500,TABLET, $0.08 
070296,PSEUDOEPHEDRINE HCL,30 MG,TABLET, $0.25 
070301,SKIN CLEANSER COMB NO.31,,SPRAY, $0.02 
070306,MIDAZOLAM HCL,2 MG/2 ML,VIAL, $0.35 
070307,MIDAZOLAM HCL,5 MG/5 ML,VIAL, $0.35 
070308,MIDAZOLAM HCL,10 MG/10ML,VIAL, $0.38 
070312,MIDAZOLAM HCL,10 MG/2 ML,VIAL, $3.54 
070313,MIDAZOLAM HCL,5 MG/ML(1),VIAL, $1.53 
070441,MV/IRON/FA/K/D3/CHOL/DHA/FISH,9MG-400MCG,COMBO. PKG, $0.08 
070442,MULTIVIT-MIN/FOLIC ACID/VIT K1,400-80 MCG,TABLET, $0.08 
070452,MV-MIN/IRON/FOLIC ACID/K/G.TEA,9MG-300MCG,TABLET, $0.08 
070467,MULTIVITAMIN NO.36/FOLATE NO.6,1 MG,TAB CHEW, $0.08 
070506,BUDESONIDE,9 MG,TABDR - ER, $29.79 
070561,"COLLAGEN,BOVINE",100 %,POWDER, $10.64 
070568,CAPSAICIN/ME-SALICYLATE/MENTH,0.025%-25%,LOTION, $2.51 
070594,"MV,CALCIUM,MIN/IRON/FOLIC/VITK",18-600-80,TABLET, $0.08 
070596,LEVOMEFOLATE/B6/B12/ALGAL OIL,3-35-2 MG,CAPSULE, $2.37 
070609,B12/LEVOMEFOLATE CALCIUM/B-6,2-1.13-25,TABLET, $1.16 
070632,ZOLEDRONIC ACID/MANNITOL-WATER,5 MG/100ML,PIGGYBACK, $1.16 
070715,LEVOMEFOLATE/ALGAL OIL,15-90.314,CAPSULE, $4.25 
070767,OMEGA-3S/DHA/EPA/FISH OIL/D3,360MG-1000,CAPSULE, $0.20 
070785,DIMETHYL FUMARATE,120-240 MG,CAPSULE DR, $4.60 
070786,DIMETHYL FUMARATE,120 MG,CAPSULE DR, $3.85 
070787,DIMETHYL FUMARATE,240 MG,CAPSULE DR, $3.22 
070790,MULTIVIT-MIN/FOLIC ACID/VIT K1,500-10 MCG,TABLET, $0.08 
070814,L-NORGEST/E.ESTRADIOL-E.ESTRAD,0.15MG(84),TBDSPK 3MO, $3.97 
070833,LIDOCAINE HCL/MENTHOL,4 %-1 %,ADH. PATCH, $18.38 
070834,LIDOCAINE HCL/MENTHOL,4 %-1 %,GEL (GRAM), $2.78 
070867,MEMANTINE HCL,7 MG,CAP SPR 24, $2.04 
070868,MEMANTINE HCL,14 MG,CAP SPR 24, $1.07 
070869,MEMANTINE HCL,21 MG,CAP SPR 24, $1.76 
070870,MEMANTINE HCL,28 MG,CAP SPR 24, $1.18 
070876,DEXMEDETOMIDINE IN 0.9 % NACL,200 MCG/50,INFUS. BTL, $0.29 
070877,DEXMEDETOMIDINE IN 0.9 % NACL,400MCG/100,INFUS. BTL, $0.32 
070883,DESOXIMETASONE,0.25 %,SPRAY, $1.82 
070889,PIRFENIDONE,267 MG,CAPSULE, $7.30 
070890,L-MEFOL/A-CYST/MEB12/ALGAL OIL,6-600-2 MG,TABLET, $3.91 
070895,BENZOCAINE/MENTH/CETYLPYRD CL,2-0.5-0.1%,SPRAY, $0.12 
070910,NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),CAPSULE, $4.52 
070917,DOXYCYCLINE HYCLATE,200 MG,TABLET DR, $13.26 
070919,EVEROLIMUS,2 MG,TAB SUSP, $520.65 
070920,EVEROLIMUS,3 MG,TAB SUSP, $524.80 
070921,EVEROLIMUS,5 MG,TAB SUSP, $546.23 
070972,FLUTICASONE/VILANTEROL,100-25MCG,BLST W/DEV, $5.18 
070992,CODEINE PHOSPHATE/GUAIFENESIN,10-100MG/5,LIQUID, $0.09 
070993,CODEINE PHOSPHATE/GUAIFENESIN,20-200/10,LIQUID, $0.05 
071025,HYDROMORPHONE HCL,0.5MG/.5ML,SYRINGE, $7.52 
071030,GADOTERATE MEGLUMINE,5MMOL/10ML,SYRINGE, $6.99 
071031,GADOTERATE MEGLUMINE,5MMOL/10ML,VIAL, $2.97 
071032,DICYCLOMINE HCL,10 MG/5 ML,SOLUTION, $0.31 
071035,NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),TAB CHEW, $1.14 
071047,MELATONIN,2.5MG/10ML,LIQUID, $0.04 
071052,LIDOCAINE/MENTHOL,4 %-4 %,ADH. PATCH, $25.46 
071056,LENALIDOMIDE,20 MG,CAPSULE, $896.76 
071070,NEOSTIGMINE METHYLSULFATE,0.5 MG/ML,VIAL, $0.77 
071071,NEOSTIGMINE METHYLSULFATE,1 MG/ML,VIAL, $0.77 
071073,MULTIVIT37/IRON/LMFOLATE/ALGAL,27-1.13 MG,CAPSULE, $0.08 
071078,"FLU VACC QS2013-14(36MO,UP)/PF",60MCG/.5ML,SYRINGE, $30.30 
071079,"FLU VACC QS2013-14(36MO,UP)/PF",60MCG/.5ML,VIAL, $32.80 
071080,FLU VACCINE 2013(6-35MOS)/PF,30MCG/0.25,SYRINGE, $79.00 
071083,TRIPROLIDINE HCL,0.625MG/ML,DROPS, $1.02 
071093,GUAIFEN/DEXTROMETHORPHAN/PE,18-10MG/15,LIQUID, $0.08 
071094,MULTIVIT-MIN/GLUTATHIONE/CYST,40 MG-75MG,TABLET, $0.08 
071110,FRUCTOOLIGOSACCHARIDES/POLYDEX,15 G/30 ML,LIQUID, $0.02 
071125,MULTIVIT 38/FOLATE NO.6/GINGER,1MG-500MG,TABLET, $0.08 
071162,FACTOR IX HUMAN RECOMBINANT,250 UNIT,VIAL, $1.34 
071163,FACTOR IX HUMAN RECOMBINANT,500 UNIT,VIAL, $1.34 
071164,FACTOR IX HUMAN RECOMBINANT,1000 UNIT,VIAL, $1.34 
071165,FACTOR IX HUMAN RECOMBINANT,2000 UNIT,VIAL, $1.34 
071166,FACTOR IX HUMAN RECOMBINANT,3000 UNIT,VIAL, $1.34 
071167,PAROXETINE MESYLATE,7.5 MG,CAPSULE, $4.35 
071236,NAFTIFINE HCL,2 %,GEL (GRAM), $4.58 
071244,GUAIFENESIN/DM/PSEUDOEPHEDRINE,187-10-30,LIQUID, $0.07 
071253,BUTALBIT/ACETAMIN/CAFF/CODEINE,50-300-30,CAPSULE, $9.34 
071282,CLOBAZAM,2.5 MG/ML,ORAL SUSP, $0.61 
071294,PHENYLEPH/MINERAL OIL/PETROLAT,0.25 %-14%,OINT/APPL, $0.04 
071297,"MV,CALCIUM,MIN/IRON/FOLIC/VITK",9-200-40,TAB CHEW, $0.08 
071298,MULTIVIT-MIN/FA/LYCOPEN/LUTEIN,800-250MCG,TABLET, $0.08 
071356,MELATONIN,3 MG,TAB RAPDIS, $0.04 
071373,GADOTERATE MEGLUMINE,7.5MMOL/15,SYRINGE, $6.64 
071374,GADOTERATE MEGLUMINE,10MMOL/20,SYRINGE, $6.55 
071375,GADOTERATE MEGLUMINE,10MMOL/20,VIAL, $2.97 
071376,GADOTERATE MEGLUMINE,7.5MMOL/15,VIAL, $2.97 
071377,GADOTERATE MEGLUMINE,50MMOL/100,VIAL, $2.97 
071384,HYDROCODONE/ACETAMINOPHEN,2.5-108/5,SOLUTION, $0.62 
071385,HYDROCODONE/ACETAMINOPHEN,5-217MG/10,SOLUTION, $0.32 
071392,OXYBUTYNIN,3.9MG/24HR,PATCH TD 4, $3.11 
071430,SELENIUM SULFIDE,2.3 %,SHAMPOO, $2.05 
071432,BUPRENORPHINE,15 MCG/HR,PATCH TDWK, $95.22 
071449,"HEPARIN SODIUM,PORCINE/PF",300/3 ML,SYRINGE, $0.14 
071481,MULTIVIT-MIN/FA/LUTEIN/ZEAXANT,500MCG-5-1,TABLET, $0.08 
071484,GUAIFENESIN/DEXTROMETHORPHAN,187-10MG/5,LIQUID, $0.07 
071488,CYCLOPHOSPHAMIDE,25 MG,CAPSULE, $6.03 
071489,CYCLOPHOSPHAMIDE,50 MG,CAPSULE, $7.98 
071493,GLYCOPYRROLATE,1.5 MG,TABLET, $11.44 
071550,METHYL SALICYLATE/MENTHOL,15 %-1 %,CREAM (G), $0.04 
071588,MV-MIN/IRON/FOLIC AC/VIT K/LUT,18-400-300,TABLET, $0.08 
071645,"PETROLATUM,WHITE",42 %,OINT. (G), $0.02 
071671,SUNITINIB MALATE,37.5 MG,CAPSULE, $160.72 
071709,POSACONAZOLE,100 MG,TABLET DR, $14.07 
071774,DIPHENHYD/PHENYLEPH/ACETAMINOP,5-325MG/10,LIQUID, $0.07 
071815,FLUTICASONE/VILANTEROL,200-25 MCG,BLST W/DEV, $5.15 
071824,"PEN NEEDLE, DIABETIC","33 GX5/32""",DIS NEEDLE, $0.24 
071825,"PEN NEEDLE, DIABETIC","33 GX3/16""",DIS NEEDLE, $0.24 
071828,"PEN NEEDLE, DIABETIC","33 G X1/4""",DIS NEEDLE, $0.28 
071839,"FACTOR XIII A-SUBUNIT,RECOMB",2500 UNIT,VIAL, $15.42 
071885,GUAIFENESIN,600 MG,TAB ER 12H, $0.37 
071902,PEDI MULTIVIT NO.63 W-FLUORIDE,0.5(1.1)MG,TAB CHEW, $5.87 
071903,PEDI MULTIVIT NO.63 W-FLUORIDE,0.25(0.55),TAB CHEW, $5.87 
071904,PEDI MULTIVIT NO.63 W-FLUORIDE,1MG(2.2MG),TAB CHEW, $5.87 
071910,DICLOFENAC SODIUM,20MG/G(2%),SOL MD PMP, $4.86 
071916,PEDI MULTIVIT 65/VIT D3/VIT K,500-400/ML,DROPS, $0.31 
071942,GLATIRAMER ACETATE,40 MG/ML,SYRINGE, $138.10 
071973,MULTIVITAMIN NO.44/VIT D3/K,1000-800,CAPSULE, $0.08 
072014,PSYLLIUM HUSK (WITH SUGAR),3.4 G,POWD PACK, $0.54 
072017,ARMODAFINIL,200 MG,TABLET, $1.67 
072023,DROXIDOPA,100 MG,CAPSULE, $1.17 
072024,DROXIDOPA,200 MG,CAPSULE, $2.38 
072025,DROXIDOPA,300 MG,CAPSULE, $3.48 
072054,TRIAMCINOLONE ACETONIDE,55 MCG,SPRAY, $1.01 
072071,VIT A PALMITATE/VIT C/VIT D3,750-35/ML,DROPS, $0.24 
072074,MULTIVIT37/IRON/LMFOLATE/ALGAL,27-1.13 MG,CAPSULE, $0.08 
072092,METHYLPHENIDATE HCL,60 MG,CPBP 50-50, $11.15 
072123,TOPIRAMATE,25 MG,CAP SPR 24, $6.59 
072124,TOPIRAMATE,50 MG,CAP SPR 24, $9.20 
072125,TOPIRAMATE,100 MG,CAP SPR 24, $14.12 
072126,TOPIRAMATE,150 MG,CAP SPR 24, $16.30 
072127,TOPIRAMATE,200 MG,CAP SPR 24, $18.72 
072141,POSACONAZOLE,300MG/16.7,VIAL, $18.22 
072165,TRIPROLIDINE HCL,0.938MG/ML,DROPS, $0.36 
072192,TRIPROLIDINE/PHENYLEPHRINE/DM,2.5-10-20,LIQUID, $0.06 
072193,GADOBUTROL,2 MMOL/2ML,VIAL, $7.45 
072211,"FACTOR IX REC, FC FUSION PROTN",500 UNIT,VIAL, $2.90 
072212,"FACTOR IX REC, FC FUSION PROTN",1000 UNIT,VIAL, $2.90 
072213,"FACTOR IX REC, FC FUSION PROTN",2000 UNIT,VIAL, $2.90 
072214,"FACTOR IX REC, FC FUSION PROTN",3000 UNIT,VIAL, $2.90 
072250,MV-MIN/MFOLAT/COQ10/DIET NO.26,0.5MG-15MG,CAPSULE, $0.08 
072285,PEDI MULTIVIT NO.2 W-FLUORIDE,0.25 MG/ML,DROPS, $0.18 
072313,DEXTROAMPHETAMINE SULFATE,20 MG,TABLET, $9.15 
072314,DEXTROAMPHETAMINE SULFATE,30 MG,TABLET, $9.15 
072324,"MV,IRON,MINS/FOLIC ACID/BIOTIN",66.7 MCG,CAPSULE, $0.08 
072340,MECOBALAMIN,1000 MCG,TAB RAPDIS, $0.08 
072354,GEMCITABINE HCL,100 MG/ML,VIAL, $5.02 
072376,PEDI MULTIVIT 75/FLUORIDE/IRON,0.25-10/ML,DROPS, $0.27 
072420,MV-MIN/MTHFOLATE/COQ10/DHA/EPA,0.5MG-30MG,CAPSULE, $0.08 
072431,PEDI MULTIVIT 77/VIT D3/VIT K,750-500/.5,DROPS, $0.89 
072433,"ANTIHEMOPH.FVIII REC,FC FUSION",250 UNIT,VIAL, $1.95 
072434,"ANTIHEMOPH.FVIII REC,FC FUSION",500 UNIT,VIAL, $1.95 
072435,"ANTIHEMOPH.FVIII REC,FC FUSION",750 UNIT,VIAL, $1.95 
072436,"ANTIHEMOPH.FVIII REC,FC FUSION",1000 UNIT,VIAL, $1.95 
072437,"ANTIHEMOPH.FVIII REC,FC FUSION",1500 UNIT,VIAL, $1.95 
072438,"ANTIHEMOPH.FVIII REC,FC FUSION",2000 UNIT,VIAL, $1.95 
072439,"ANTIHEMOPH.FVIII REC,FC FUSION",3000 UNIT,VIAL, $1.95 
072443,PEDIATRIC MULTIVIT 61/D3/VIT K,3000-800,CAPSULE, $0.55 
072448,PEDI MULTIVIT 78/IRON/FLUORIDE,6MG-0.25MG,TAB CH BPH, $1.99 
072556,MULTIVIT-MIN/FOLIC ACID/BIOTIN,66.7-1000,TABLET, $0.08 
072597,PEDI MULTIVIT NO.82 W-FLUORIDE,0.25 MG/ML,DROPS, $0.27 
072605,"SOD CHLOR,SOD BICARB/NETI POT",,PACK W/DEV, $0.30 
072606,"SOD CHLOR,BICARB/SQUEEZ BOTTLE",,PACK W/DEV, $0.17 
072614,"IRON,CARBONYL/FOLIC ACID/MV-MN",30-0.8MG,TAB CHEW, $0.08 
072629,PEDI MULTIVIT NO.83 W-FLUORIDE,0.25 MG/ML,DROPS, $2.20 
072631,PEDI MULTIVIT 84 WITH FLUORIDE,0.5 MG/ML,DROPS, $1.60 
072633,DOXYCYCLINE HYCLATE,75 MG,TABLET, $1.35 
072634,DOXYCYCLINE HYCLATE,150 MG,TABLET, $1.34 
072673,BUPRENORPHINE,7.5 MCG/HR,PATCH TDWK, $70.56 
072716,TAVABOROLE,5 %,SOL W/APPL, $7.32 
072729,ANTIHEMOPHILIC FACTOR/VWF,2000 (800),VIAL, $1.20 
072730,ISOTRETINOIN,25 MG,CAPSULE, $23.96 
072731,ISOTRETINOIN,35 MG,CAPSULE, $23.96 
072798,CHOLECALCIFEROL (VITAMIN D3),25MCG/DROP,DROPS, $0.60 
072896,COLCHICINE,0.6 MG,CAPSULE, $6.22 
072897,MULTIVIT NO.40/IRON/FOLAT1/DHA,18-1-300MG,CAPSULE, $0.08 
072942,MV-MN/FA/INOSI/CHOLINE/BIOFLAV,67MCG-12.5,CAPSULE, $0.08 
072983,DEXRAZOXANE HCL,250 MG,VIAL, $214.94 
073007,"ANTIHEMOPHILIC FVIII,REC PORC",500 (+/-),VIAL, $2.95 
073049,ROPIVACAINE HCL/PF,2 MG/ML,PLAST. BAG, $0.30 
073063,PEDI MULTIVIT NO.85/FLUORIDE,0.5(1.1)MG,TAB CHEW, $3.26 
073064,PEDI MULTIVIT NO.85/FLUORIDE,1MG(2.2MG),TAB CHEW, $3.27 
073068,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",250 (+/-),VIAL, $1.14 
073069,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",500 (+/-),VIAL, $1.14 
073070,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",1000 (+/-),VIAL, $1.14 
073071,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",1500 (+/-),VIAL, $1.14 
073072,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",2000 (+/-),VIAL, $1.14 
073073,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",3000 (+/-),VIAL, $1.14 
073081,VASOPRESSIN,20 UNIT/ML,VIAL, $27.47 
073104,PEDI MULTIVIT 86/IRON/FLUORIDE,6-.25MG/ML,DROPS, $1.58 
073170,LMEFOLATE/B3/COPP/ZN/SEL/CHROM,0.5-750 MG,TABLET, $0.08 
073176,HYDROCODONE BITARTRATE,20 MG,TAB ER 24H, $11.27 
073177,HYDROCODONE BITARTRATE,30 MG,TAB ER 24H, $14.60 
073179,HYDROCODONE BITARTRATE,40 MG,TAB ER 24H, $11.56 
073180,HYDROCODONE BITARTRATE,60 MG,TAB ER 24H, $26.59 
073181,HYDROCODONE BITARTRATE,80 MG,TAB ER 24H, $35.86 
073182,HYDROCODONE BITARTRATE,100 MG,TAB ER 24H, $37.77 
073183,HYDROCODONE BITARTRATE,120 MG,TAB ER 24H, $27.50 
073226,LIDOCAINE HCL/ME SAL/CAP/MENTH,4 %-27.5 %,OINT/APPL, $2.65 
